Title,Author,Link,Bookshelf
A New Pocket Gopher (Genus Thomomys) From Wyoming and Colorado,E. Raymond Hall,http://www.gutenberg.org/ebooks/33653,
An Annotated Checklist of Nebraskan Bats,J. Knox Jones and Olin L. Webb,http://www.gutenberg.org/ebooks/31325,
"Subspeciation in Pocket Gophers of Kansas, [KU. Vol. 1 No. 11]",E. Raymond Hall et al.,http://www.gutenberg.org/ebooks/36653,
A New Pocket Gopher (Thomomys) and A New Spiny Pocket Mouse (Liomys) from,,http://www.gutenberg.org/ebooks/34314,
Taxonomic Notes on Mexican Bats of the Genus Rhogeëssa,E. Raymond Hall,http://www.gutenberg.org/ebooks/31109,
A New Bat (Genus Leptonycteris) From Coahuila,Howard J. Stains,http://www.gutenberg.org/ebooks/30997,
"A New Subspecies of Ground Squirrel (Spermophilus spilosoma) from Tamaulipas,",,http://www.gutenberg.org/ebooks/38366,
"Geographic Variation in the Harvest Mouse, Reithrodontomys megalotis, On the",,http://www.gutenberg.org/ebooks/29563,
"The Subspecies of the Mexican Red-Bellied Squirrel, Sciurus aureogaster",Kelson,http://www.gutenberg.org/ebooks/31089,
Distribution of Some Nebraskan Mammals,J. Knox Jones,http://www.gutenberg.org/ebooks/31136,
Ring O' Roses: A Nursery Rhyme Picture Book,L. Leslie Brooke,http://www.gutenberg.org/ebooks/20652,
R. Caldecott's First Collection of Pictures and Songs,Randolph Caldecott,http://www.gutenberg.org/ebooks/20777,
Dumpy Proverbs,Honor C. Appleton,http://www.gutenberg.org/ebooks/24610,
The Story of Jack and the Giants,"Dalziel, Dalziel, and Doyle",http://www.gutenberg.org/ebooks/15621,
The Circus Procession,Unknown,http://www.gutenberg.org/ebooks/10749,
The History of Tom Thumb and Other Stories.,Anonymous,http://www.gutenberg.org/ebooks/11092,
Fun and Nonsense,Willard Bonte,http://www.gutenberg.org/ebooks/11095,
Book about Animals,Rufus Merrill,http://www.gutenberg.org/ebooks/10737,
The Illustrated Alphabet of Birds,Unknown,http://www.gutenberg.org/ebooks/11073,
An Alphabet of Celebrities,Oliver Herford,http://www.gutenberg.org/ebooks/22818,
London Town,Felix Leigh,http://www.gutenberg.org/ebooks/21650,
Eight Illustrations to Shakespeare's Tempest,Walter Crane,http://www.gutenberg.org/ebooks/23479,
The Song of Sixpence,Walter Crane,http://www.gutenberg.org/ebooks/18344,
Denslow's Mother Goose,W. W. Denslow,http://www.gutenberg.org/ebooks/18546,
The Frog Who Would A Wooing Go,Charles H. Bennett,http://www.gutenberg.org/ebooks/20579,
The Mythological Zoo,Oliver Herford,http://www.gutenberg.org/ebooks/23749,
The Butterfly's Ball and the Grasshopper's Feast,William Roscoe,http://www.gutenberg.org/ebooks/20860,
"Footsteps on the Road to Learning; Or, The Alphabet in Rhyme",Anonymous,http://www.gutenberg.org/ebooks/10979,
The Milkmaid,Randolph Caldecott,http://www.gutenberg.org/ebooks/19868,
The Motor Car Dumpy Book,T. W. H. Crosland,http://www.gutenberg.org/ebooks/24609,
Child's First Picture Book,Anonymous,http://www.gutenberg.org/ebooks/12227,
The Kitten's Garden of Verses,Oliver Herford,http://www.gutenberg.org/ebooks/23433,
Johnny Crow's Party,L. Leslie Brooke,http://www.gutenberg.org/ebooks/10557,
The World Turned Upside Down,Anonymous,http://www.gutenberg.org/ebooks/10965,
Pleasing Stories for Good Children with Pictures,Anonymous,http://www.gutenberg.org/ebooks/24738,
The Rock of Chickamauga: A Story of the Western Crisis,Joseph A. Altsheler,http://www.gutenberg.org/ebooks/9745,
Colonel Thorndyke's Secret,G. A. Henty,http://www.gutenberg.org/ebooks/8155,
The Guns of Shiloh: A Story of the Great Western Campaign,Joseph A. Altsheler,http://www.gutenberg.org/ebooks/5207,
Thrilling Stories Of The Ocean,Marmaduke Park,http://www.gutenberg.org/ebooks/13604,
Monitress Merle,Angela Brazil,http://www.gutenberg.org/ebooks/7820,
"Struggling Upward, or Luke Larkin's Luck",Jr. Horatio Alger,http://www.gutenberg.org/ebooks/5417,
The Tiger of Mysore: A Story of the War with Tippoo Saib,G. A. Henty,http://www.gutenberg.org/ebooks/18813,
The Golden Dream: Adventures in the Far West,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21734,
A Modern Tomboy: A Story for Girls,L. T. Meade,http://www.gutenberg.org/ebooks/22164,
Two Boys in Wyoming: A Tale of Adventure,Edward Sylvester Ellis,http://www.gutenberg.org/ebooks/20223,
The Dog Crusoe and His Master: A Story of Adventure in the Western Prairies,,http://www.gutenberg.org/ebooks/10929,
The Cave in the Mountain,Edward Sylvester Ellis,http://www.gutenberg.org/ebooks/14647,
The Lost Trail,Edward Sylvester Ellis,http://www.gutenberg.org/ebooks/11151,
Both Sides the Border: A Tale of Hotspur and Glendower,G. A. Henty,http://www.gutenberg.org/ebooks/19070,
Polly: A New-Fashioned Girl,L. T. Meade,http://www.gutenberg.org/ebooks/18666,
"By Right of Conquest; Or, With Cortez in Mexico",G. A. Henty,http://www.gutenberg.org/ebooks/19398,
The Young Voyageurs: Boy Hunters in the North,Mayne Reid,http://www.gutenberg.org/ebooks/23129,
Held Fast For England: A Tale of the Siege of Gibraltar (1779-83),G. A. Henty,http://www.gutenberg.org/ebooks/21788,
The Tree of Appomattox,Joseph A. Altsheler,http://www.gutenberg.org/ebooks/17677,
With Wolfe in Canada: The Winning of a Continent,G. A. Henty,http://www.gutenberg.org/ebooks/17766,
Paul Prescott's Charge,Jr. Horatio Alger,http://www.gutenberg.org/ebooks/293,
Twice Bought,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21706,
The Dog Crusoe and his Master,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21728,
"From Farm to Fortune; or, Nat Nason's Strange Experience",Jr. Horatio Alger,http://www.gutenberg.org/ebooks/22565,
"South American Fights and Fighters, and Other Tales of Adventure",Brady,http://www.gutenberg.org/ebooks/20910,
"Beacon Lights of History, Volume 11: American Founders",John Lord,http://www.gutenberg.org/ebooks/10644,
"Great Epochs in American History, Vol. II",Francis W. Halsey,http://www.gutenberg.org/ebooks/16038,
"Beacon Lights of History, Volume 13: Great Writers",John Lord,http://www.gutenberg.org/ebooks/10648,
"Beacon Lights of History, Volume 04: Imperial Antiquity",John Lord,http://www.gutenberg.org/ebooks/10522,
The Fight for a Free Sea: A Chronicle of the War of 1812,Ralph Delahaye Paine,http://www.gutenberg.org/ebooks/18941,
The Eve of the French Revolution,Edward J. Lowell,http://www.gutenberg.org/ebooks/6301,
The Conquest of New France; A Chronicle of the Colonial Wars,Wrong,http://www.gutenberg.org/ebooks/3092,
Washington and His Comrades in Arms: A Chronicle of the War of Independence,,http://www.gutenberg.org/ebooks/2704,
The Armies of Labor: A Chronicle of the Organized Wage-Earners,Samuel Peter Orth,http://www.gutenberg.org/ebooks/3038,
The Leading Facts of English History,D. H. Montgomery,http://www.gutenberg.org/ebooks/17386,
"Beacon Lights of History, Volume 10: European Leaders",John Lord,http://www.gutenberg.org/ebooks/10641,
"The Paths of Inland Commerce; A Chronicle of Trail, Road, and Waterway",Hulbert,http://www.gutenberg.org/ebooks/3098,
The Boss and the Machine: A Chronicle of the Politicians and Party Organization,,http://www.gutenberg.org/ebooks/3040,
The Old Northwest: A Chronicle of the Ohio Valley and Beyond,Frederic Austin Ogg,http://www.gutenberg.org/ebooks/3014,
The Cleveland Era: A Chronicle of the New Order in Politics,Henry Jones Ford,http://www.gutenberg.org/ebooks/3041,
American Men of Action,Burton Egbert Stevenson,http://www.gutenberg.org/ebooks/16508,
The Children of France,Ruth Royce,http://www.gutenberg.org/ebooks/16437,
The Path of Empire: A Chronicle of the United States as a World Power,Fish,http://www.gutenberg.org/ebooks/3157,
The Forty-Niners: A Chronicle of the California Trail and El Dorado,White,http://www.gutenberg.org/ebooks/12764,
Young Peoples' History of the War with Spain,Prescott Holmes,http://www.gutenberg.org/ebooks/17993,
Peter Parley's Tales About America and Australia,Samuel G. Goodrich,http://www.gutenberg.org/ebooks/16891,
Strange Stories from History for Young People,George Cary Eggleston,http://www.gutenberg.org/ebooks/23887,
Young Folks' History of England,Charlotte M. Yonge,http://www.gutenberg.org/ebooks/4769,
Jefferson and His Colleagues: A Chronicle of the Virginia Dynasty,Allen Johnson,http://www.gutenberg.org/ebooks/3004,
The Pilgrims of New England,Mrs. Webb-Peploe,http://www.gutenberg.org/ebooks/10222,
The Girl Scouts' Good Turn,Edith Lavell,http://www.gutenberg.org/ebooks/24248,
"Ruth Fielding on Cliff Island; Or, The Old Hunter's Treasure Box",Emerson,http://www.gutenberg.org/ebooks/14630,
"The Curlytops on Star Island; Or, Camping out with Grandpa",Howard Roger Garis,http://www.gutenberg.org/ebooks/25477,
"The Rover Boys on Snowshoe Island; or, The Old Lumberman's Treasure Box",,http://www.gutenberg.org/ebooks/22996,
Mary Louise in the Country,L. Frank Baum,http://www.gutenberg.org/ebooks/22225,
"Ruth Fielding and the Gypsies; Or, The Missing Pearl Necklace",Alice B. Emerson,http://www.gutenberg.org/ebooks/22743,
Tom Swift and the Visitor From Planet X,II Victor Appleton,http://www.gutenberg.org/ebooks/22333,
The Wonder Island Boys: Adventures on Strange Islands,Roger Thompson Finlay,http://www.gutenberg.org/ebooks/21760,
"The Rover Boys in Camp; or, The Rivals of Pine Island",Edward Stratemeyer,http://www.gutenberg.org/ebooks/15795,
Peck's Compendium of Fun,George W. Peck,http://www.gutenberg.org/ebooks/14815,
"The Radio Boys Trailing a Voice; Or, Solving a Wireless Mystery",Allen Chapman,http://www.gutenberg.org/ebooks/25858,
"The Radio Boys' First Wireless; Or, Winning the Ferberton Prize",Allen Chapman,http://www.gutenberg.org/ebooks/7899,
Dave Darrin's Second Year at Annapolis,H. Irving Hancock,http://www.gutenberg.org/ebooks/10045,
Five Little Peppers and their Friends,Margaret Sidney,http://www.gutenberg.org/ebooks/6418,
"Ruth Fielding at the War Front; or, The Hunt for the Lost Soldier",Emerson,http://www.gutenberg.org/ebooks/20834,
Grace Harlowe's Plebe Year at High School,Josephine Chase,http://www.gutenberg.org/ebooks/20472,
Rollo on the Rhine,Jacob Abbott,http://www.gutenberg.org/ebooks/22511,
Mary Louise and Josie O'Gorman,Emma Speed Sampson,http://www.gutenberg.org/ebooks/22532,
The Tale of Kiddie Katydid,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/24608,
"The Rover Boys out West; Or, The Search for a Lost Mine",Edward Stratemeyer,http://www.gutenberg.org/ebooks/6071,
"Marjorie Dean, High School Freshman",Josephine Chase,http://www.gutenberg.org/ebooks/23644,
"The Rover Boys at College; Or, The Right Road and the Wrong",Edward Stratemeyer,http://www.gutenberg.org/ebooks/10323,
"Betty Gordon at Mountain Camp; Or, The Mystery of Ida Bellethorne",Emerson,http://www.gutenberg.org/ebooks/14546,
The Tale of Brownie Beaver,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/6754,
Elsie's Kith and Kin,Martha Finley,http://www.gutenberg.org/ebooks/14488,
Little Journey to Puerto Rico,Marian Minnie George,http://www.gutenberg.org/ebooks/9995,
Little Present,Unknown,http://www.gutenberg.org/ebooks/24703,
Essays — Second Series,Ralph Waldo Emerson,http://www.gutenberg.org/ebooks/2945,
Autobiography,John Stuart Mill,http://www.gutenberg.org/ebooks/10378,
Faust — Part 1,Johann Wolfgang von Goethe,http://www.gutenberg.org/ebooks/3023,
The Koran (Al-Qur'an),George Sale,http://www.gutenberg.org/ebooks/7440,
"Guy Mannering; or, The Astrologer — Complete",Walter Scott,http://www.gutenberg.org/ebooks/5999,
Three Translations of The Koran (Al-Qur'an) side,side Abdullah Yusuf Ali et al.,http://www.gutenberg.org/ebooks/16955,
The World's Greatest Books — Volume 13 — Religion and Philosophy,Hammerton et al.,http://www.gutenberg.org/ebooks/13620,
Die Leiden des jungen Werther — Band 2,Johann Wolfgang von Goethe,http://www.gutenberg.org/ebooks/2408,
Journal of Researches into the Natural History and Geology of the Countries,,http://www.gutenberg.org/ebooks/3704,
Two Years Before the Mast,Richard Henry Dana,http://www.gutenberg.org/ebooks/4277,
"Divine Comedy, Cary's Translation, Complete",Dante Alighieri,http://www.gutenberg.org/ebooks/1008,
"The House of Atreus; Being the Agamemnon, the Libation bearers, and the Furies",,http://www.gutenberg.org/ebooks/8604,
"The Pathfinder; Or, The Inland Sea",James Fenimore Cooper,http://www.gutenberg.org/ebooks/1880,
Prefaces and Prologues to Famous Books,Francis Bacon et al.,http://www.gutenberg.org/ebooks/13182,
Andersen's Fairy Tales,H. C. Andersen,http://www.gutenberg.org/ebooks/19574,
Hippolytus; The Bacchae,Euripides,http://www.gutenberg.org/ebooks/8418,
"Literary and Philosophical Essays: French, German and Italian",Immanuel Kant et al.,http://www.gutenberg.org/ebooks/5637,
"Faust: a Tragedy [part 1], Translated from the German of Goethe",Goethe,http://www.gutenberg.org/ebooks/14460,
The World's Greatest Books — Volume 04 — Fiction,Hammerton and Mee,http://www.gutenberg.org/ebooks/10921,
"Religio Medici, Hydriotaphia, and the Letter to a Friend",Sir Thomas Browne,http://www.gutenberg.org/ebooks/586,
Egmont,Johann Wolfgang von Goethe,http://www.gutenberg.org/ebooks/1945,
The World's Greatest Books — Volume 06 — Fiction,Hammerton and Mee,http://www.gutenberg.org/ebooks/11180,
"The Bible, King James version, Book 18: Job",Anonymous,http://www.gutenberg.org/ebooks/8018,
Pride and Prejudice,Jane Austen,http://www.gutenberg.org/ebooks/20687,
Wilhelm Tell,Friedrich Schiller,http://www.gutenberg.org/ebooks/2782,
The Iphigenia in Tauris of Euripides,Euripides,http://www.gutenberg.org/ebooks/5063,
The Olynthiacs and the Phillippics of Demosthenes,Demosthenes,http://www.gutenberg.org/ebooks/6878,
The Consolation of Philosophy,Boethius,http://www.gutenberg.org/ebooks/23082,
"The Public Orations of Demosthenes, volume 2",Demosthenes,http://www.gutenberg.org/ebooks/9061,
"The Best of the World's Classics,  Restricted to prose. Volume II (of X) - Rome",,http://www.gutenberg.org/ebooks/21629,
Ojennusnuora,Epictetus,http://www.gutenberg.org/ebooks/16620,
Moeurs des anciens Germains,Cornelius Tacitus,http://www.gutenberg.org/ebooks/19662,
Bucolica,Virgil,http://www.gutenberg.org/ebooks/19917,
A Trip to California in 1853,Washington Bailey,http://www.gutenberg.org/ebooks/38351,
"Germany, Bohemia, and Hungary, Visited in 1837. Vol. II",G. R. Gleig,http://www.gutenberg.org/ebooks/24419,
My South Polar Expedition,Sir Ernest Henry Shackleton,http://www.gutenberg.org/ebooks/10229,
Some Pioneers and Pilgrims on the Prairies of Dakota,Reese and Reese,http://www.gutenberg.org/ebooks/37765,
Notes of an Overland Journey Through France and Egypt to Bombay,Emma Roberts,http://www.gutenberg.org/ebooks/12064,
"Journal of a Voyage from Okkak, on the Coast of Labrador, to Ungava Bay,",,http://www.gutenberg.org/ebooks/15436,
McKinlay's Journal of Exploration in the Interior of Australia,John McKinlay,http://www.gutenberg.org/ebooks/13248,
History of the Discovery of the Northwest,John Nicolet in 1634 Butterfield,http://www.gutenberg.org/ebooks/36698,
Voyages of Samuel De Champlain — Volume 03,Samuel de Champlain,http://www.gutenberg.org/ebooks/6825,
"The Life and Adventures of Bruce, the African Traveller",Sir Francis Bond Head,http://www.gutenberg.org/ebooks/39615,
From Egypt to Japan,Henry M. Field,http://www.gutenberg.org/ebooks/39474,
Cruisings in the Cascades,G. O. Shields,http://www.gutenberg.org/ebooks/36654,
"Incidents of Travel in Greece, Turkey, Russia, and Poland, Vol. 2 (of 2)",,http://www.gutenberg.org/ebooks/37947,
The Discovery of America,"the Northmen, 985-1015 Edmund F. Slafter",http://www.gutenberg.org/ebooks/35763,
Stray Leaves from an Arctic Journal,Sherard Osborn,http://www.gutenberg.org/ebooks/24891,
Climbing in The British Isles.  Vol. 1 - England,W. P. Haskett Smith,http://www.gutenberg.org/ebooks/37993,
"Nights: Rome, Venice, in the Aesthetic Eighties; London, Paris, in the Fighting",,http://www.gutenberg.org/ebooks/24452,
Memoir of an Eventful Expedition in Central America,Pedro Velasquez,http://www.gutenberg.org/ebooks/29388,
A Desperate Voyage,E. F. Knight,http://www.gutenberg.org/ebooks/39082,
The Caravan Route between Egypt and Syria,Archduke of Austria Ludwig Salvator,http://www.gutenberg.org/ebooks/26705,
Poems on Travel,R. M. Leonard,http://www.gutenberg.org/ebooks/39496,
By Desert Ways to Baghdad,Louisa Jebb Wilkins,http://www.gutenberg.org/ebooks/38319,
Among the Canadian Alps,Lawrence J. Burpee,http://www.gutenberg.org/ebooks/36249,
"Climbing in The British Isles, Vol. 2 - Wales and Ireland",Hart and Haskett Smith,http://www.gutenberg.org/ebooks/37502,
Equatorial America,Maturin M. Ballou,http://www.gutenberg.org/ebooks/36963,
The Sea Fairies,L. Frank Baum,http://www.gutenberg.org/ebooks/4358,
The Princess and Curdie,George MacDonald,http://www.gutenberg.org/ebooks/709,
The Crimson Fairy Book,Andrew Lang,http://www.gutenberg.org/ebooks/2435,
The Emerald City of Oz,L. Frank Baum,http://www.gutenberg.org/ebooks/517,
The Enchanted Castle,E. Nesbit,http://www.gutenberg.org/ebooks/3536,
Rinkitink in Oz,L. Frank Baum,http://www.gutenberg.org/ebooks/25581,
"Black Beauty, Young Folks' Edition",Anna Sewell,http://www.gutenberg.org/ebooks/11860,
